balance_id,account_id,snapshot_month,statement_balance_cad,credit_limit_cad,utilization_rate,minimum_payment_cad,amount_paid_cad,days_past_due
BALA8616DCE81DF,ACC6CFD16EEEF15,2024-11-01,3380.75,5000,0.6762,101.42,26.63,42
BAL1033B4D4FE8E,ACC6CFD16EEEF15,2024-12-01,3268.26,5000,0.6537,98.05,18.35,38
BAL673144BA8D5E,ACC6CFD16EEEF15,2025-01-01,3114.56,5000,0.6229,93.44,23.64,36
BAL2528D502E788,ACC6CFD16EEEF15,2025-02-01,3314.07,5000,0.6628,99.42,44.99,38
BALB3158F8AFB50,ACC6CFD16EEEF15,2025-03-01,3355.81,5000,0.6712,100.67,43.99,39
BAL7BAFBFA1F6B5,ACC6CFD16EEEF15,2025-04-01,3310.99,5000,0.6622,99.33,16.26,35
BAL8D9B8BBCDEC7,ACC40EEFE29D55D,2023-09-01,1311.33,3000,0.4371,39.34,1302.07,0
BAL4D9317C62A10,ACC40EEFE29D55D,2023-10-01,1213.92,3000,0.4046,36.42,79.46,0
BAL3C4AB63F01CB,ACC40EEFE29D55D,2023-11-01,1071.84,3000,0.3573,32.16,355.48,6
BALEEBA4154FBA0,ACC40EEFE29D55D,2023-12-01,893.85,3000,0.2979,26.82,762.17,3
BAL50212FED00B1,ACC40EEFE29D55D,2024-01-01,1138.44,3000,0.3795,34.15,148.01,0
BALAFC7AE6649E0,ACC40EEFE29D55D,2024-02-01,1321.53,3000,0.4405,39.65,995.36,8
BAL7DAA5F91D9BC,ACC40EEFE29D55D,2024-03-01,1440.96,3000,0.4803,43.23,336.54,1
BAL73CA0A968C1B,ACC40EEFE29D55D,2024-04-01,1341.24,3000,0.4471,40.24,413.06,0
BAL5F11C74693BE,ACC40EEFE29D55D,2024-05-01,1476.8,3000,0.4923,44.3,434.88,0
BALC0008A2C40A9,ACC40EEFE29D55D,2024-06-01,1355.55,3000,0.4518,40.67,191.17,6
BAL184F8B31F064,ACC40EEFE29D55D,2024-07-01,1206.74,3000,0.4022,36.2,671.25,0
BAL78036226F74B,ACC40EEFE29D55D,2024-08-01,1281.42,3000,0.4271,38.44,375.35,8
BALA3C598524767,ACC40EEFE29D55D,2024-09-01,1368.46,3000,0.4562,41.05,268.4,0
BAL876831DB9BDE,ACC40EEFE29D55D,2024-10-01,1324.15,3000,0.4414,39.72,1185.74,0
BAL4331B0437618,ACC40EEFE29D55D,2024-11-01,1138.65,3000,0.3795,34.16,1031.84,0
BAL00BE731A28A2,ACC40EEFE29D55D,2024-12-01,963.88,3000,0.3213,28.92,387.57,4
BAL5B7616A0CD81,ACC40EEFE29D55D,2025-01-01,1116.22,3000,0.3721,33.49,998.5,3
BALAE9422DCF325,ACC40EEFE29D55D,2025-02-01,1230.96,3000,0.4103,36.93,860.96,0
BAL96D132D9537F,ACC40EEFE29D55D,2025-03-01,1197.13,3000,0.399,35.91,266.0,2
BAL17BE5E186703,ACC40EEFE29D55D,2025-04-01,1376.33,3000,0.4588,41.29,1121.74,10
BAL507D92F86D1E,ACC829EF3F8E5CF,2023-08-01,951.68,2000,0.4758,28.55,114.32,5
BAL53C9B346784E,ACC829EF3F8E5CF,2023-09-01,1152.86,2000,0.5764,34.59,815.81,4
BAL885549A082BB,ACC829EF3F8E5CF,2023-10-01,1275.07,2000,0.6375,38.25,986.26,2
BAL04A745FF9706,ACC829EF3F8E5CF,2023-11-01,1310.34,2000,0.6552,39.31,1243.55,7
BAL10FD4DAA6D90,ACC829EF3F8E5CF,2023-12-01,1239.37,2000,0.6197,37.18,474.12,8
BAL11E84892168F,ACC829EF3F8E5CF,2024-01-01,1131.05,2000,0.5655,33.93,1040.28,0
BALB794A0DBE72E,ACC829EF3F8E5CF,2024-02-01,1093.43,2000,0.5467,32.8,549.86,9
BAL473CB8E5A6D3,ACC829EF3F8E5CF,2024-03-01,926.11,2000,0.4631,27.78,129.19,0
BAL904F5DA77C1A,ACC829EF3F8E5CF,2024-04-01,867.24,2000,0.4336,26.02,319.28,1
BAL6304763A9761,ACC829EF3F8E5CF,2024-05-01,954.58,2000,0.4773,28.64,498.97,0
BAL4D24D05758D3,ACC829EF3F8E5CF,2024-06-01,808.07,2000,0.404,25,460.5,4
BAL48CD791E3112,ACC829EF3F8E5CF,2024-07-01,643.53,2000,0.3218,25,211.87,0
BALD3F9E9CC641E,ACC829EF3F8E5CF,2024-08-01,562.82,2000,0.2814,25,156.06,2
BALBDA92D96D5C3,ACC829EF3F8E5CF,2024-09-01,442.33,2000,0.2212,25,226.31,3
BAL9FE531855EAF,ACC829EF3F8E5CF,2024-10-01,589.36,2000,0.2947,25,268.32,1
BALD6D927D9E221,ACC829EF3F8E5CF,2024-11-01,879.46,2000,0.4397,26.38,510.26,0
BALE0B48950F82D,ACC829EF3F8E5CF,2024-12-01,766.0,2000,0.383,25,521.18,6
BALE1E8607C5334,ACC829EF3F8E5CF,2025-01-01,935.68,2000,0.4678,28.07,674.21,1
BAL297F805F7385,ACC829EF3F8E5CF,2025-02-01,1033.72,2000,0.5169,31.01,357.27,0
BAL548D36B490C8,ACC829EF3F8E5CF,2025-03-01,882.55,2000,0.4413,26.48,407.62,0
BAL0FABAE92E03C,ACC829EF3F8E5CF,2025-04-01,981.68,2000,0.4908,29.45,682.21,5
BALACABB9927BA9,ACC36EBD938C27C,2023-09-01,3324.5,5000,0.6649,99.73,1155.55,0
BALDBCB3E3BD1B1,ACC36EBD938C27C,2023-10-01,3233.31,5000,0.6467,97.0,532.69,0
BAL1243E9A2AE74,ACC36EBD938C27C,2023-11-01,3323.69,5000,0.6647,99.71,2533.78,3
BALB77D2072013E,ACC36EBD938C27C,2023-12-01,3454.13,5000,0.6908,103.62,1621.32,0
BAL47B213022D69,ACC36EBD938C27C,2024-01-01,3399.88,5000,0.68,102.0,2132.08,0
BAL22488DA8158B,ACC36EBD938C27C,2024-02-01,3638.59,5000,0.7277,109.16,1167.05,1
BAL5F9AAA32DBEE,ACC36EBD938C27C,2024-03-01,3835.76,5000,0.7672,115.07,2643.5,10
BAL112BA380D7B3,ACC36EBD938C27C,2024-04-01,3994.66,5000,0.7989,119.84,3665.76,0
BALB81FBD2C9900,ACC36EBD938C27C,2024-05-01,4289.8,5000,0.858,128.69,2553.48,0
BALA3D81E7B0735,ACC36EBD938C27C,2024-06-01,4513.62,5000,0.9027,135.41,3867.86,0
BALE7B6F0AA00E5,ACC36EBD938C27C,2024-07-01,4344.83,5000,0.869,130.34,3927.91,0
BAL0042D1F5B217,ACC36EBD938C27C,2024-08-01,4424.85,5000,0.885,132.75,4333.41,0
BAL41EC87280C0D,ACC36EBD938C27C,2024-09-01,4279.7,5000,0.8559,128.39,1299.93,5
BAL765EDC122251,ACC36EBD938C27C,2024-10-01,4374.78,5000,0.875,131.24,2784.36,1
BALFB7E26B02647,ACC36EBD938C27C,2024-11-01,4530.67,5000,0.9061,135.92,1920.33,0
BAL256501D52CB4,ACC36EBD938C27C,2024-12-01,4417.38,5000,0.8835,132.52,728.41,1
BAL54592B763F91,ACC36EBD938C27C,2025-01-01,4495.09,5000,0.899,134.85,3811.96,0
BALA11D01D42D31,ACC36EBD938C27C,2025-02-01,4439.33,5000,0.8879,133.18,3891.31,4
BALE10B4D5457DF,ACC36EBD938C27C,2025-03-01,4302.1,5000,0.8604,129.06,177.48,0
BALAC34634ED7E0,ACC36EBD938C27C,2025-04-01,4544.54,5000,0.9089,136.34,3036.61,0
BALCD9541B4767C,ACCDA37E1729C3E,2023-08-01,303.66,2000,0.1518,25,63.24,3
BALE3BE902C88B2,ACCDA37E1729C3E,2023-09-01,550.45,2000,0.2752,25,390.39,0
BAL232A3A6F38E5,ACCDA37E1729C3E,2023-10-01,815.61,2000,0.4078,25,517.75,0
BALC02EEAA1B791,ACCDA37E1729C3E,2023-11-01,1025.65,2000,0.5128,30.77,413.51,1
BAL7835AA09A183,ACCDA37E1729C3E,2023-12-01,938.52,2000,0.4693,28.16,414.86,6
BAL01587668004B,ACCDA37E1729C3E,2024-01-01,1103.98,2000,0.552,33.12,795.71,0
BAL3AD12945940B,ACCDA37E1729C3E,2024-02-01,1038.61,2000,0.5193,31.16,964.63,0
BALE8BA191AD185,ACCDA37E1729C3E,2024-03-01,857.54,2000,0.4288,25.73,427.72,0
BALB36DF0FDC2C3,ACCDA37E1729C3E,2024-04-01,841.83,2000,0.4209,25.25,499.09,2
BAL07538F98E5D2,ACCDA37E1729C3E,2024-05-01,1006.92,2000,0.5035,30.21,544.36,0
BAL3E9A4BEC2602,ACCDA37E1729C3E,2024-06-01,1236.6,2000,0.6183,37.1,937.42,0
BAL5C48F42F8E50,ACCDA37E1729C3E,2024-07-01,1298.28,2000,0.6491,38.95,807.23,6
BAL3CFFEE63B7C7,ACCDA37E1729C3E,2024-08-01,1220.9,2000,0.6105,36.63,783.51,0
BAL1EAEDD794B97,ACCDA37E1729C3E,2024-09-01,1362.94,2000,0.6815,40.89,753.74,0
BALF2B83AE8C2FB,ACCDA37E1729C3E,2024-10-01,1452.75,2000,0.7264,43.58,907.46,5
BAL1BA564CCFD81,ACCDA37E1729C3E,2024-11-01,1258.14,2000,0.6291,37.74,591.84,0
BALD7FB37FA0099,ACCDA37E1729C3E,2024-12-01,1511.17,2000,0.7556,45.34,886.68,0
BALA762148ED65D,ACCDA37E1729C3E,2025-01-01,1800.05,2000,0.9,54.0,568.42,4
BALCA8C7B67B0C7,ACCDA37E1729C3E,2025-02-01,1683.8,2000,0.8419,50.51,1185.73,0
BALC1BC93B23DA9,ACCDA37E1729C3E,2025-03-01,1876.31,2000,0.9382,56.29,530.3,0
BALE5551D35B243,ACCDA37E1729C3E,2025-04-01,1990.96,2000,0.9955,59.73,1176.25,0
BAL0999BD6D9A9E,ACCDB82917D8901,2024-04-01,1206.07,2000,0.603,36.18,0.49,62
BALDA3041B9F1C3,ACCDB82917D8901,2024-05-01,1248.45,2000,0.6242,37.45,2.37,73
BALB276F9EC5E36,ACCDB82917D8901,2024-06-01,1174.48,2000,0.5872,35.23,10.85,69
BALDBFD12444CE3,ACCDB82917D8901,2024-07-01,1112.09,2000,0.556,33.36,4.29,65
BALF0A6146DCD3B,ACCDB82917D8901,2024-08-01,1367.16,2000,0.6836,41.01,15.15,58
BALC4C3D3277A48,ACCDB82917D8901,2024-09-01,1496.74,2000,0.7484,44.9,8.3,69
BAL99299F88F5A5,ACCDB82917D8901,2024-10-01,1414.84,2000,0.7074,42.45,3.84,73
BAL3786AF5CC221,ACCDB82917D8901,2024-11-01,1478.53,2000,0.7393,44.36,0.73,78
BAL855CEC176ED1,ACCDB82917D8901,2024-12-01,1576.3,2000,0.7881,47.29,19.43,64
BAL482ECA1FBB6F,ACCDB82917D8901,2025-01-01,1795.11,2000,0.8976,53.85,20.27,61
BALCF418CA58AA8,ACCDB82917D8901,2025-02-01,1925.44,2000,0.9627,57.76,20.97,68
BALDFB5F26CBD8E,ACCDB82917D8901,2025-03-01,1809.08,2000,0.9045,54.27,15.68,66
BAL753595776AAE,ACCDB82917D8901,2025-04-01,1741.28,2000,0.8706,52.24,21.41,64
BAL7F16C3D0F9B9,ACC04BDEB161E55,2022-04-01,1194.03,3000,0.398,35.82,587.4,0
BAL575935F5ABA6,ACC04BDEB161E55,2022-05-01,1455.26,3000,0.4851,43.66,373.5,2
BAL78B836484225,ACC04BDEB161E55,2022-06-01,1597.01,3000,0.5323,47.91,652.17,0
BAL1316B50E7DC4,ACC04BDEB161E55,2022-07-01,1614.38,3000,0.5381,48.43,500.66,6
BALBB1C27A5E9DA,ACC04BDEB161E55,2022-08-01,1813.03,3000,0.6043,54.39,726.2,0
BAL5CD07AE03D47,ACC04BDEB161E55,2022-09-01,2090.97,3000,0.697,62.73,260.21,6
BAL273EADC2B2AF,ACC04BDEB161E55,2022-10-01,2156.62,3000,0.7189,64.7,804.88,4
BAL0DBB5B7572C9,ACC04BDEB161E55,2022-11-01,2282.65,3000,0.7609,68.48,672.04,0
BALEC0609C39ACC,ACC04BDEB161E55,2022-12-01,2217.81,3000,0.7393,66.53,1792.54,0
BAL370EED102A21,ACC04BDEB161E55,2023-01-01,2248.36,3000,0.7495,67.45,1540.2,7
BAL05DF12B09189,ACC04BDEB161E55,2023-02-01,2169.26,3000,0.7231,65.08,1478.86,1
BAL8004BBEA9F5E,ACC04BDEB161E55,2023-03-01,2308.12,3000,0.7694,69.24,2292.93,0
BAL6F2D136F0FE7,ACC04BDEB161E55,2023-04-01,2264.75,3000,0.7549,67.94,91.18,2
BAL7B477427ACCA,ACC04BDEB161E55,2023-05-01,2270.37,3000,0.7568,68.11,1224.88,0
BAL3AF9B36F2491,ACC04BDEB161E55,2023-06-01,2413.12,3000,0.8044,72.39,895.2,0
BAL1959B5F3ADCD,ACC04BDEB161E55,2023-07-01,2230.14,3000,0.7434,66.9,1406.8,0
BAL66BA3B507D2D,ACC04BDEB161E55,2023-08-01,2058.58,3000,0.6862,61.76,1248.15,3
BALCE2B288AE9E5,ACC04BDEB161E55,2023-09-01,2158.27,3000,0.7194,64.75,319.72,0
BAL83E3717B64C1,ACC04BDEB161E55,2023-10-01,2437.17,3000,0.8124,73.12,277.34,0
BAL778F5033EBCF,ACC04BDEB161E55,2023-11-01,2619.1,3000,0.873,78.57,1724.59,0
BAL99110074DA91,ACC04BDEB161E55,2023-12-01,2820.7,3000,0.9402,84.62,590.16,2
BAL33FD01EE5C48,ACC04BDEB161E55,2024-01-01,2767.98,3000,0.9227,83.04,1856.38,2
BALFCBD17B73C09,ACC04BDEB161E55,2024-02-01,2605.84,3000,0.8686,78.18,1224.33,9
BAL8F02EB9872BD,ACC04BDEB161E55,2024-03-01,2751.95,3000,0.9173,82.56,1864.59,0
BALAFD62D02FB51,ACC04BDEB161E55,2024-04-01,2937.01,3000,0.979,88.11,821.24,1
BAL61ABCD1C6EE5,ACC04BDEB161E55,2024-05-01,2768.2,3000,0.9227,83.05,1126.47,0
BALC36A12E834BE,ACC04BDEB161E55,2024-06-01,3000,3000,1.0,90.0,841.47,1
BAL938B3ABCEE27,ACC04BDEB161E55,2024-07-01,2834.7,3000,0.9449,85.04,2778.12,0
BALE7EF376561F6,ACC04BDEB161E55,2024-08-01,2735.03,3000,0.9117,82.05,1123.7,0
BAL6DDAE426D22C,ACC04BDEB161E55,2024-09-01,2805.35,3000,0.9351,84.16,1257.68,0
BALF89C460693B0,ACC04BDEB161E55,2024-10-01,2912.33,3000,0.9708,87.37,387.52,0
BALABBE81D67CD5,ACC04BDEB161E55,2024-11-01,2729.76,3000,0.9099,81.89,268.33,1
BALB6F1DC4D7938,ACC04BDEB161E55,2024-12-01,2893.53,3000,0.9645,86.81,2268.3,6
BAL9A2F1BC0E43C,ACC04BDEB161E55,2025-01-01,3000,3000,1.0,90.0,92.52,1
BALBF5BBA3135B6,ACC04BDEB161E55,2025-02-01,2818.92,3000,0.9396,84.57,1152.29,3
BAL471CA1D17739,ACC04BDEB161E55,2025-03-01,2814.59,3000,0.9382,84.44,94.55,4
BALA16780AF959C,ACC04BDEB161E55,2025-04-01,2968.39,3000,0.9895,89.05,2308.99,0
BAL6FFE050F7F2F,ACC013A7954002D,2022-07-01,988.81,1500,0.6592,29.66,0.0,201
BALFF8E5592FCD4,ACC013A7954002D,2022-08-01,823.86,1500,0.5492,25,0.0,201
BAL16BBFD687648,ACC013A7954002D,2022-09-01,968.49,1500,0.6457,29.05,0.0,205
BAL9584A8E8C0A2,ACC013A7954002D,2022-10-01,1158.4,1500,0.7723,34.75,0.0,204
BALFA948CA281F6,ACC013A7954002D,2022-11-01,1454.2,1500,0.9695,43.63,0.0,204
BAL7C0B032A9F16,ACC013A7954002D,2022-12-01,1420.92,1500,0.9473,42.63,0.0,199
BAL404586BEDD41,ACC013A7954002D,2023-01-01,1500,1500,1.0,45.0,0.0,202
BALF7F59D5DF420,ACC013A7954002D,2023-02-01,1500,1500,1.0,45.0,0.0,194
BAL4C726D2A749F,ACC013A7954002D,2023-03-01,1470.03,1500,0.98,44.1,0.0,207
BAL675DD7D03913,ACC013A7954002D,2023-04-01,1500,1500,1.0,45.0,0.0,200
BAL655E455AE252,ACC013A7954002D,2023-05-01,1401.56,1500,0.9344,42.05,0.0,196
BAL07B792F83AE1,ACC013A7954002D,2023-06-01,1478.8,1500,0.9859,44.36,0.0,207
BAL95FF694DD2C0,ACC013A7954002D,2023-07-01,1428.24,1500,0.9522,42.85,0.0,199
BAL7F24A2CDE1BF,ACC013A7954002D,2023-08-01,1423.29,1500,0.9489,42.7,0.0,206
BALC655DA749915,ACC013A7954002D,2023-09-01,1466.54,1500,0.9777,44.0,0.0,205
BAL507885E1705A,ACC013A7954002D,2023-10-01,1500,1500,1.0,45.0,0.0,197
BAL9398BD906738,ACC013A7954002D,2023-11-01,1317.85,1500,0.8786,39.54,0.0,201
BAL3C2210F9BEC5,ACC013A7954002D,2023-12-01,1130.53,1500,0.7537,33.92,0.0,204
BAL933226EDEF82,ACC013A7954002D,2024-01-01,1124.91,1500,0.7499,33.75,0.0,200
BAL2BC6B89E900A,ACC013A7954002D,2024-02-01,1321.28,1500,0.8809,39.64,0.0,196
BAL7DD09EC0E99A,ACC013A7954002D,2024-03-01,1500,1500,1.0,45.0,0.0,195
BAL3596123C37D6,ACC013A7954002D,2024-04-01,1500,1500,1.0,45.0,0.0,201
BAL801078BC9F77,ACC013A7954002D,2024-05-01,1469.64,1500,0.9798,44.09,0.0,200
BALB6D83829893F,ACC013A7954002D,2024-06-01,1438.5,1500,0.959,43.16,0.0,199
BAL1C4490D3A286,ACC013A7954002D,2024-07-01,1344.34,1500,0.8962,40.33,0.0,195
BAL936967B5F1FA,ACC013A7954002D,2024-08-01,1471.26,1500,0.9808,44.14,0.0,188
BALF723B9588423,ACC013A7954002D,2024-09-01,1500,1500,1.0,45.0,0.0,198
BAL375D9F68AF11,ACC013A7954002D,2024-10-01,1500,1500,1.0,45.0,0.0,200
BAL882DA0AA8DA6,ACC013A7954002D,2024-11-01,1336.02,1500,0.8907,40.08,0.0,196
BALF0B758845AEE,ACC013A7954002D,2024-12-01,1500,1500,1.0,45.0,0.0,199
BAL29BED4C2AC82,ACC013A7954002D,2025-01-01,1500,1500,1.0,45.0,0.0,200
BAL8B93273E6C07,ACC013A7954002D,2025-02-01,1500,1500,1.0,45.0,0.0,200
BAL95053C851F67,ACC013A7954002D,2025-03-01,1307.18,1500,0.8715,39.22,0.0,207
BAL1ACFA6E3649B,ACC013A7954002D,2025-04-01,1423.51,1500,0.949,42.71,0.0,208
BAL4D4F7C57E74E,ACC62DB8899AAED,2024-02-01,2542.1,5000,0.5084,76.26,2136.1,0
BAL6E9190AB3350,ACC62DB8899AAED,2024-03-01,2374.08,5000,0.4748,71.22,1953.74,5
BAL477422D78E87,ACC62DB8899AAED,2024-04-01,2481.89,5000,0.4964,74.46,226.39,4
BALD84B4AD72DD5,ACC62DB8899AAED,2024-05-01,2383.21,5000,0.4766,71.5,851.34,4
BALFD284D06DD65,ACC62DB8899AAED,2024-06-01,2384.21,5000,0.4768,71.53,350.91,0
BAL032AD029D969,ACC62DB8899AAED,2024-07-01,2526.25,5000,0.5052,75.79,1413.46,0
BALAFF1B7B4FB5F,ACC62DB8899AAED,2024-08-01,2432.87,5000,0.4866,72.99,180.57,12
BALA5B4E58436AA,ACC62DB8899AAED,2024-09-01,2319.59,5000,0.4639,69.59,211.84,0
BALB49133CFA92E,ACC62DB8899AAED,2024-10-01,2203.62,5000,0.4407,66.11,856.83,8
BAL00DB0F1693F8,ACC62DB8899AAED,2024-11-01,2086.12,5000,0.4172,62.58,555.6,0
BAL7D729170E217,ACC62DB8899AAED,2024-12-01,2281.65,5000,0.4563,68.45,1467.62,0
BALA5646A4683BF,ACC62DB8899AAED,2025-01-01,2269.72,5000,0.4539,68.09,415.41,1
BAL5BA7CEB61A8B,ACC62DB8899AAED,2025-02-01,2073.33,5000,0.4147,62.2,1924.78,0
BALCA6B46B11F1E,ACC62DB8899AAED,2025-03-01,2226.7,5000,0.4453,66.8,1349.2,0
BAL64CDB7BC94A4,ACC62DB8899AAED,2025-04-01,2422.82,5000,0.4846,72.68,1191.38,8
BAL0D8F84496FDE,ACC6A07D4193E07,2023-10-01,157.32,1000,0.1573,25,60.85,0
BAL5000B25A641A,ACC6A07D4193E07,2023-11-01,44.59,1000,0.0446,25,38.55,1
BAL73C48BEFE8D6,ACC6A07D4193E07,2023-12-01,142.73,1000,0.1427,25,109.44,0
BAL43EA57100912,ACC6A07D4193E07,2024-01-01,355.97,1000,0.356,25,124.69,0
BALB9BD8B94E704,ACC6A07D4193E07,2024-02-01,365.36,1000,0.3654,25,214.82,5
BALA1777A289E2A,ACC6A07D4193E07,2024-03-01,653.76,1000,0.6538,25,414.15,14
BAL5D68372896C6,ACC6A07D4193E07,2024-04-01,885.13,1000,0.8851,26.55,873.78,0
BALDFA9E90A9018,ACC6A07D4193E07,2024-05-01,998.36,1000,0.9984,29.95,231.48,0
BAL3D038FF9CFAA,ACC6A07D4193E07,2024-06-01,824.89,1000,0.8249,25,115.13,6
BALBA82CCA704AC,ACC6A07D4193E07,2024-07-01,1000,1000,1.0,30.0,512.59,8
BAL363986105A72,ACC6A07D4193E07,2024-08-01,879.88,1000,0.8799,26.4,813.88,4
BAL1B960A28FAA1,ACC6A07D4193E07,2024-09-01,784.67,1000,0.7847,25,215.97,2
BAL3BC22B15729D,ACC6A07D4193E07,2024-10-01,893.08,1000,0.8931,26.79,797.86,0
BALFECA8D9D1E9F,ACC6A07D4193E07,2024-11-01,719.31,1000,0.7193,25,398.09,1
BAL4D99F1441969,ACC6A07D4193E07,2024-12-01,598.33,1000,0.5983,25,41.66,0
BAL348CE84AC66B,ACC6A07D4193E07,2025-01-01,515.98,1000,0.516,25,243.4,0
BALD4163DDF1DF3,ACC6A07D4193E07,2025-02-01,605.86,1000,0.6059,25,268.42,0
BAL4B7CD639F1F8,ACC6A07D4193E07,2025-03-01,520.89,1000,0.5209,25,79.61,0
BAL5D18B2A13B39,ACC6A07D4193E07,2025-04-01,434.78,1000,0.4348,25,122.17,0
BAL9F93DF482629,ACC251C5C401BE1,2023-05-01,157.72,1500,0.1051,25,102.65,2
BAL3CEE25C49FBF,ACC251C5C401BE1,2023-06-01,0,1500,0.0,25,14.1,1
BAL3BBB452D3F40,ACC251C5C401BE1,2023-07-01,0,1500,0.0,25,15.66,7
BAL8075BAC65814,ACC251C5C401BE1,2023-08-01,28.87,1500,0.0192,25,25.75,0
BALF4A8DF9C3A9E,ACC251C5C401BE1,2023-09-01,0,1500,0.0,25,24.2,3
BAL27950D47C77F,ACC251C5C401BE1,2023-10-01,84.33,1500,0.0562,25,41.65,4
BAL3767C7BE6534,ACC251C5C401BE1,2023-11-01,93.44,1500,0.0623,25,77.04,4
BALE0B691736C6E,ACC251C5C401BE1,2023-12-01,3.37,1500,0.0022,25,18.62,5
BAL1C27CEA51A2A,ACC251C5C401BE1,2024-01-01,279.75,1500,0.1865,25,255.7,7
BAL4BB3017759DE,ACC251C5C401BE1,2024-02-01,368.81,1500,0.2459,25,215.04,1
BAL796D4AE17672,ACC251C5C401BE1,2024-03-01,429.69,1500,0.2865,25,373.92,5
BALC318AEBE93F3,ACC251C5C401BE1,2024-04-01,337.91,1500,0.2253,25,173.16,0
BALE6FC13B9287B,ACC251C5C401BE1,2024-05-01,351.97,1500,0.2346,25,310.31,0
BALF62FEBEFC0E5,ACC251C5C401BE1,2024-06-01,275.89,1500,0.1839,25,133.95,2
BAL8C6D4F22E9CC,ACC251C5C401BE1,2024-07-01,549.02,1500,0.366,25,503.83,11
BAL2E091359721D,ACC251C5C401BE1,2024-08-01,798.15,1500,0.5321,25,348.0,15
BALF732584AB3AB,ACC251C5C401BE1,2024-09-01,964.89,1500,0.6433,28.95,500.87,4
BAL139A43516739,ACC251C5C401BE1,2024-10-01,977.74,1500,0.6518,29.33,403.31,3
BALAB114D77B8DC,ACC251C5C401BE1,2024-11-01,826.74,1500,0.5512,25,422.09,0
BAL10CDBFE7A68A,ACC251C5C401BE1,2024-12-01,668.29,1500,0.4455,25,509.45,0
BAL6EFDD72C82F0,ACC251C5C401BE1,2025-01-01,577.29,1500,0.3849,25,222.94,0
BAL79DBE627FE61,ACC251C5C401BE1,2025-02-01,496.82,1500,0.3312,25,496.33,7
BALB513D6E15B5A,ACC251C5C401BE1,2025-03-01,377.72,1500,0.2518,25,187.0,1
BAL8A9772290B1B,ACC251C5C401BE1,2025-04-01,462.91,1500,0.3086,25,280.59,6
BAL2B7C44D5062D,ACCCC4498BC3C9E,2023-05-01,866.03,1500,0.5774,25.98,181.34,0
BAL37B2A3E616E4,ACCCC4498BC3C9E,2023-06-01,1101.81,1500,0.7345,33.05,702.96,0
BAL2C1C8DC1EFB1,ACCCC4498BC3C9E,2023-07-01,1215.46,1500,0.8103,36.46,490.23,0
BALA9B01FEE17B8,ACCCC4498BC3C9E,2023-08-01,1360.84,1500,0.9072,40.83,741.65,0
BALAF8F8559C8C9,ACCCC4498BC3C9E,2023-09-01,1500,1500,1.0,45.0,936.19,8
BAL9292D443CDE0,ACCCC4498BC3C9E,2023-10-01,1500,1500,1.0,45.0,346.4,0
BAL0400AC82AED4,ACCCC4498BC3C9E,2023-11-01,1467.85,1500,0.9786,44.04,1371.38,0
BALF72B63E9CD9F,ACCCC4498BC3C9E,2023-12-01,1500,1500,1.0,45.0,1369.06,0
BAL29A68FB5D2D8,ACCCC4498BC3C9E,2024-01-01,1491.48,1500,0.9943,44.74,717.98,1
BALE2B29B44F714,ACCCC4498BC3C9E,2024-02-01,1311.92,1500,0.8746,39.36,505.67,0
BAL35B573D51061,ACCCC4498BC3C9E,2024-03-01,1392.3,1500,0.9282,41.77,1086.51,0
BAL17666BAD220E,ACCCC4498BC3C9E,2024-04-01,1261.5,1500,0.841,37.85,447.69,0
BAL8D54FC9DF2AB,ACCCC4498BC3C9E,2024-05-01,1430.19,1500,0.9535,42.91,1086.53,0
BAL52EE148E9E20,ACCCC4498BC3C9E,2024-06-01,1500,1500,1.0,45.0,1067.64,0
BALA28885E84EED,ACCCC4498BC3C9E,2024-07-01,1460.23,1500,0.9735,43.81,1315.66,0
BAL93B24CD2320E,ACCCC4498BC3C9E,2024-08-01,1500,1500,1.0,45.0,660.36,5
BAL8ADC52DDE87F,ACCCC4498BC3C9E,2024-09-01,1500,1500,1.0,45.0,774.61,2
BAL668BE739B3B9,ACCCC4498BC3C9E,2024-10-01,1500,1500,1.0,45.0,729.09,0
BAL2E06F1D45103,ACCCC4498BC3C9E,2024-11-01,1500,1500,1.0,45.0,702.63,0
BALD2420746FE09,ACCCC4498BC3C9E,2024-12-01,1484.07,1500,0.9894,44.52,1013.78,0
BALEB6676BF3C6E,ACCCC4498BC3C9E,2025-01-01,1500,1500,1.0,45.0,319.05,0
BAL7621285F7A07,ACCCC4498BC3C9E,2025-02-01,1500,1500,1.0,45.0,172.03,0
BALC37A35AF9852,ACCCC4498BC3C9E,2025-03-01,1500,1500,1.0,45.0,156.96,2
BALCC0BBD91267A,ACCCC4498BC3C9E,2025-04-01,1382.38,1500,0.9216,41.47,191.68,2
BAL22281C95F2ED,ACC414CEADBD73A,2022-08-01,382.04,500,0.7641,25,33.1,2
BAL83CD1843EAC4,ACC414CEADBD73A,2022-09-01,390.31,500,0.7806,25,274.29,5
BAL4A73DB604C28,ACC414CEADBD73A,2022-10-01,400.37,500,0.8007,25,301.91,0
BALE13E8CE66F77,ACC414CEADBD73A,2022-11-01,211.11,500,0.4222,25,60.19,9
BAL3FB58465EA7A,ACC414CEADBD73A,2022-12-01,428.58,500,0.8572,25,234.71,1
BAL46459274655A,ACC414CEADBD73A,2023-01-01,396.52,500,0.793,25,240.0,0
